capacity_violations,customers_per_route,cvr,feasibility,instances,late_minutes,method,robustness_std,route_count,runtime,service_time,size,time_window_violations,total_cost,total_distance,total_travel_time,vehicles_excess,waiting_time
0.0,9.253508166551647,0.0,1.0,9,0.0,static_rl,416.73863363755106,14.333333333333334,0.0003446111109547524,4555.555555555556,100,0.0,2827.977333625158,1687.8221616744995,1687.8221616744995,0.0,1140.155171950658
0.0,0.0,1.6444444444444444,0.3333333333333333,9,4.415863267580668,hybrid_rl,26.988620374564672,14.333333333333334,0.00031067777761361665,4555.555555555556,100,1.6444444444444444,2842.030852564176,1687.8221616744995,1689.3339069234,0.0,1148.2810823731952
